Page,URL
14,https://www.domain.com.au/2701-433-kent-street-sydney-nsw-2000-2019611047
15,https://www.domain.com.au/412-16-20-smail-street-ultimo-nsw-2007-2019759101
15,https://www.domain.com.au/108-18-bayswater-road-potts-point-nsw-2011-2019759064
15,https://www.domain.com.au/2-1-kellett-place-rushcutters-bay-nsw-2011-2019758404
15,https://www.domain.com.au/109-victoria-street-potts-point-nsw-2011-2019757870
15,https://www.domain.com.au/709-50-murray-street-pyrmont-nsw-2009-2019757854
15,https://www.domain.com.au/173-310-wattle-street-ultimo-nsw-2007-2019757809
15,https://www.domain.com.au/538-6-cowper-wharf-roadway-woolloomooloo-nsw-2011-2019474064
15,https://www.domain.com.au/511-28-macleay-street-elizabeth-bay-nsw-2011-2019413938
15,https://www.domain.com.au/240-bulwara-road-ultimo-nsw-2007-2019757369
15,https://www.domain.com.au/404-1-randle-street-surry-hills-nsw-2010-2019756890
15,https://www.domain.com.au/55-belmore-lane-surry-hills-nsw-2010-2019756889
15,https://www.domain.com.au/509-133-goulburn-street-surry-hills-nsw-2010-2019756411
15,https://www.domain.com.au/6-davies-street-surry-hills-nsw-2010-2019755985
15,https://www.domain.com.au/144-foveaux-street-surry-hills-nsw-2010-2019755392
15,https://www.domain.com.au/1-35-37-elizabeth-bay-road-elizabeth-bay-nsw-2011-2019755366
15,https://www.domain.com.au/93-stanley-street-darlinghurst-nsw-2010-2019755117
15,https://www.domain.com.au/46-taylor-street-darlinghurst-nsw-2010-2019754583
